"District","State","YearCode","District.Code","State.Code","Amount.of.Hydrogencarbonate","district_year_id","SDP","Ginni.Index","sdp2","sdp3","MarginOfVictory","percentagePoverty","HDI","literacyRate"
"Rajsamand","Rajasthan",2014,112,8,325.076923076923,"112_2014",465408,0.24,216604606464,100809516685197312,"40.3%","14.7",0.592,"66.1"
"Rajsamand","Rajasthan",2012,112,8,412.666666666667,"112_2012",409802,0.24,167937679204,68821196813157608,"7.8%","14.7",0.563,"67.10%"
"Rajsamand","Rajasthan",2010,112,8,449.526315789474,"112_2010",185366,0.24,34360553956,6369278444607896,"7.8%","24.8",0.542,"67.10%"
"Ramanathapuram","Tamil Nadu",2004,583,33,312.083333333333,"583_2004",193645,0.25,37498386025,7261374961811125,"16.40%","28.9",0.583,"73.5"
"Ramanathapuram","Tamil Nadu",2010,583,33,413.6,"583_2010",359961,0.25,129571921521,46640838442620680,"9.0%","17.1",0.641,"80.30%"
"Ramanathapuram","Tamil Nadu",2002,583,33,354.708333333333,"583_2002",124521,0.25,15505479441,1930757805472761,"1.00%","21.1",0.554,"73.5"
"Ramanathapuram","Tamil Nadu",2018,583,33,569.467481481482,"583_2018",1071602,0.25,1148330846404,1230553631668219136,"11.9%","11.3",0.702,"80.1"
"Ramanathapuram","Tamil Nadu",2013,583,33,0,"583_2013",750416,0.25,563124173056,422577389447991296,"9.0%","11.3",0.673,"80.30%"
"Ramanathapuram","Tamil Nadu",2011,583,33,342.615384615385,"583_2011",674478,0.25,454920572484,306833917887863360,"9.0%","11.3",0.656,"80.30%"
"Ramanathapuram","Tamil Nadu",2007,583,33,478.428571428571,"583_2007",272340,0.25,74169075600,20199206048904000,"16.40%","28.9",0.618,"73.5"
"Ramanathapuram","Tamil Nadu",2016,583,33,408.203166666667,"583_2016",922084,0.25,850238903056,783991688685488640,"11.9%","11.3",0.702,"80.1"
"Ramanathapuram","Tamil Nadu",2001,583,33,455.173913043478,"583_2001",123901,0.25,15351457801,1902060973001701,"1.00%","21.1",0.545,"73.5"
"Ramanathapuram","Tamil Nadu",2005,583,33,460.571428571429,"583_2005",221588,0.25,49101241744,10880245955569472,"16.40%","28.9",0.596,"73.5"
"Ramanathapuram","Tamil Nadu",2009,583,33,408.777777777778,"583_2009",316760,0.25,100336897600,31782715683776000,"9.0%","17.1",0.631,"80.30%"
"Ramanathapuram","Tamil Nadu",2006,583,33,477.35,"583_2006",256286,0.25,65682513796,16833508730721656,"16.40%","28.9",0.609,"73.5"
"Ramanathapuram","Tamil Nadu",2000,583,33,432.588235294118,"583_2000",126349,0.25,15964069801,2017044255286549,"1.00%","21.1",0.537,"73.5"
"Ramanathapuram","Tamil Nadu",2014,583,33,469.7,"583_2014",791915,0.25,627129367225,496633152845985856,"11.9%","11.3",0.684,"80.1"
"Ramanathapuram","Tamil Nadu",2015,583,33,546.230769230769,"583_2015",862437,0.25,743797578969,641478552613287424,"11.9%","11.3",0.693,"80.1"
"Ramanathapuram","Tamil Nadu",2017,583,33,495.111111111111,"583_2017",1000308,0.25,1000616094864,1000924284621218176,"11.9%","11.3",0.703,"80.1"
"Rampur","Uttar Pradesh",2001,176,9,240.555555555556,"176_2001",162926,0.21,26544881476,4324851359358776,"14.10%","31.2",0.461,"56.3"
"Rampur","Uttar Pradesh",2016,176,9,244,"176_2016",888453,0.21,789348733209,701299250065735680,"2.5%","29.4",0.588,"67.7"
"Rampur","Uttar Pradesh",2018,176,9,292.8,"176_2018",949184,0.21,900950265856,855167577146261504,"2.5%","29.4",0.6,"67.7"
"Rampur","Uttar Pradesh",2000,176,9,196.6,"176_2000",160015,0.21,25604800225,4097152108003375,"14.10%","31.2",0.456,"56.3"
"Ranchi","Jharkhand",2005,339,20,113.272727272727,"339_2005",50678,0.34,2568259684,130154264265752,"2.20%","45.3",0.582,"53.6"
"Ranchi","Jharkhand",2008,339,20,156.272727272727,"339_2008",60472,0.34,3656862784,221137806274048,"2.20%","45.3",0.577,"53.6"
"Ranchi","Jharkhand",2004,339,20,121.333333333333,"339_2004",53056,0.34,2814939136,149349410799616,"2.20%","45.3",0.576,"53.6"
"Ranchi","Jharkhand",2012,339,20,180.869565217391,"339_2012",149526,0.34,22358024676,3343105997703576,"1.8%","37.0",0.567,"67.60%"
"Ranchi","Jharkhand",2009,339,20,136.545454545455,"339_2009",66465,0.34,4417596225,293615533094625,"1.8%","39.1",0.569,"67.60%"
"Ranchi","Jharkhand",2006,339,20,137.571428571429,"339_2006",51527,0.34,2655031729,136805819900183,"2.20%","45.3",0.588,"53.6"
"Ranchi","Jharkhand",2011,339,20,142.483333333333,"339_2011",137383,0.34,18874088689,2592978926360887,"1.8%","37.0",0.569,"67.60%"
"Ranchi","Jharkhand",2013,339,20,203.705882352941,"339_2013",150609,0.34,22683070881,3416274622316529,"1.8%","37.0",0.571,"67.60%"
"Ranchi","Jharkhand",2010,339,20,163.428571428571,"339_2010",76134,0.34,5796385956,441302048374104,"1.8%","39.1",0.567,"67.60%"
"Ranchi","Jharkhand",2007,339,20,232.538461538462,"339_2007",63005,0.34,3969630025,250106539725125,"2.20%","45.3",0.583,"53.6"
"Ratlam","Madhya Pradesh",2011,423,23,165,"423_2011",282371,0.21,79733381641,22514394707350812,"9.0%","31.7",0.543,"70.60%"
"Ratlam","Madhya Pradesh",2010,423,23,252.888888888889,"423_2010",155701,0.21,24242801401,3774628420937101,"9.0%","36.7",0.531,"70.60%"
"Ratlam","Madhya Pradesh",2014,423,23,213.166666666667,"423_2014",339247,0.21,115088527009,39043437522222224,"10.0%","31.7",0.574,"69.3"
"Ratlam","Madhya Pradesh",2012,423,23,243.47419047619,"423_2012",306853,0.21,94158763609,28892899089712476,"9.0%","31.7",0.551,"70.60%"
"Ratlam","Madhya Pradesh",2016,423,23,267.416666666667,"423_2016",419465,0.21,175950886225,73805238490369632,"10.0%","31.7",0.597,"69.3"
"Ratlam","Madhya Pradesh",2013,423,23,209.083333333333,"423_2013",322598,0.21,104069469604,33572602755311192,"9.0%","31.7",0.56,"70.60%"
"Ratlam","Madhya Pradesh",2017,423,23,246,"423_2017",441956,0.21,195325105936,86325102519050816,"10.0%","31.7",0.603,"69.3"
"Ratlam","Madhya Pradesh",2009,423,23,238.473684210526,"423_2009",147933,0.21,21884172489,3237391288815237,"9.0%","36.7",0.522,"70.60%"
"Ratlam","Madhya Pradesh",2018,423,23,396.8216065,"423_2018",482361,0.21,232672134321,112231963383211888,"10.0%","31.7",0.606,"69.3"
"Ratlam","Madhya Pradesh",2015,423,23,257.083333333333,"423_2015",370716,0.21,137430352656,50947630615221696,"10.0%","31.7",0.585,"69.3"
"Ratnagiri","Maharashtra",2001,492,27,90.325,"492_2001",217963,0.25,47507869369,10354957731275346,"20.70%","25",0.557,"76.9"
"Ratnagiri","Maharashtra",2007,492,27,79.8333333333333,"492_2007",538081,0.25,289531162561,155791217481985440,"26.60%","38.1",0.617,"76.9"
"Ratnagiri","Maharashtra",2005,492,27,87.7878787878788,"492_2005",423632,0.25,179464071424,76026723505491968,"26.60%","38.1",0.598,"76.9"
"Ratnagiri","Maharashtra",2002,492,27,114.148148148148,"492_2002",232994,0.25,54286204036,12648359823163784,"20.70%","25",0.565,"76.9"
"Ratnagiri","Maharashtra",2008,492,27,84.741935483871,"492_2008",546533,0.25,298698320089,163248488973201440,"26.60%","38.1",0.624,"76.9"
"Ratnagiri","Maharashtra",2006,492,27,94.8918918918919,"492_2006",481983,0.25,232307612289,111968319893889088,"26.60%","38.1",0.608,"76.9"
"Ratnagiri","Maharashtra",2000,492,27,75.4324324324324,"492_2000",210526,0.25,44321196676,9330764251411576,"20.70%","25",0.552,"76.9"
"Ratnagiri","Maharashtra",2004,492,27,88.8444444444444,"492_2004",370023,0.25,136917020529,50662446687202168,"26.60%","38.1",0.589,"76.9"
"Rewa","Madhya Pradesh",2016,424,23,283.766666666667,"424_2016",419465,0.26,175950886225,73805238490369632,"20.3%","31.7",0.597,"69.3"
"Rewa","Madhya Pradesh",2007,424,23,329,"424_2007",119958,0.26,14389921764,1726186234965912,"7.10%","48.6",0.513,"63.7"
"Rewa","Madhya Pradesh",2010,424,23,209.058823529412,"424_2010",155701,0.26,24242801401,3774628420937101,"0.7%","36.7",0.531,"70.60%"
"Rewa","Madhya Pradesh",2009,424,23,315.407407407407,"424_2009",147933,0.26,21884172489,3237391288815237,"0.7%","36.7",0.522,"70.60%"
"Rewa","Madhya Pradesh",2001,424,23,356.28,"424_2001",71525,0.26,5115825625,365909427828125,"8.60%","37.4",0.457,"63.7"
"Rewa","Madhya Pradesh",2008,424,23,342.071428571429,"424_2008",135124,0.26,18258495376,2467160929186624,"7.10%","48.6",0.518,"63.7"
"Rewa","Madhya Pradesh",2004,424,23,280.05,"424_2004",99940,0.26,9988003600,998201079784000,"7.10%","48.6",0.486,"63.7"
"Rewa","Madhya Pradesh",2005,424,23,252.9,"424_2005",104975,0.26,11019750625,1156798321859375,"7.10%","48.6",0.495,"63.7"
"Rewa","Madhya Pradesh",2017,424,23,301.75,"424_2017",441956,0.26,195325105936,86325102519050816,"20.3%","31.7",0.603,"69.3"
"Rewa","Madhya Pradesh",2002,424,23,315.384615384615,"424_2002",67795,0.26,4596162025,311596804484875,"8.60%","37.4",0.464,"63.7"
"Rewa","Madhya Pradesh",2006,424,23,287,"424_2006",114545,0.26,13120557025,1502894204428625,"7.10%","48.6",0.505,"63.7"
"Rewa","Madhya Pradesh",2018,424,23,293.93492,"424_2018",482361,0.26,232672134321,112231963383211888,"20.3%","31.7",0.606,"69.3"
"Rewa","Madhya Pradesh",2000,424,23,354,"424_2000",66750,0.26,4455562500,297408796875000,"8.60%","37.4",0.453,"63.7"
"Rewa","Madhya Pradesh",2015,424,23,287.866666666667,"424_2015",370716,0.26,137430352656,50947630615221696,"20.3%","31.7",0.585,"69.3"
"Rewa","Madhya Pradesh",2014,424,23,203.241379310345,"424_2014",339247,0.26,115088527009,39043437522222224,"20.3%","31.7",0.574,"69.3"
"Rewa","Madhya Pradesh",2013,424,23,207.448275862069,"424_2013",322598,0.26,104069469604,33572602755311192,"0.7%","31.7",0.56,"70.60%"
"Rewa","Madhya Pradesh",2012,424,23,301.464285714286,"424_2012",306853,0.26,94158763609,28892899089712476,"0.7%","31.7",0.551,"70.60%"
"Rewa","Madhya Pradesh",2011,424,23,317.655172413793,"424_2011",282371,0.26,79733381641,22514394707350812,"0.7%","31.7",0.543,"70.60%"
"Rohtak","Haryana",2007,73,6,569.071428571429,"73_2007",112896,0.28,12745506816,1438916737499136,"22.70%","24.1",0.606,"57.9"
"Rohtak","Haryana",2015,73,6,380.230769230769,"73_2015",372700,0.28,138905290000,5.1770001583e+16,"16.3%","11.2",0.689,"75.6"
"Rohtak","Haryana",2018,73,6,341.545454545455,"73_2018",470328,0.28,221208427584,104040517328727552,"16.3%","11.2",0.705,"75.6"
"Rohtak","Haryana",2016,73,6,534.166666666667,"73_2016",412055,0.28,169789323025,69962539499066376,"16.3%","11.2",0.701,"75.6"
"Rohtak","Haryana",2005,73,6,531.25,"73_2005",94011,0.28,8838068121,830875622123331,"22.70%","24.1",0.587,"57.9"
"Rohtak","Haryana",2002,73,6,327,"73_2002",58410,0.28,3411728100,199279038321000,"22.80%","8.7",0.555,"57.9"
"Rohtak","Haryana",2008,73,6,514.0625,"73_2008",121588,0.28,14783641744,1797513432369472,"22.70%","24.1",0.613,"57.9"
"Rohtak","Haryana",2004,73,6,407.0625,"73_2004",86222,0.28,7434233284,640994462213048,"22.70%","24.1",0.577,"57.9"
"Rohtak","Haryana",2013,73,6,330.769230769231,"73_2013",314931,0.28,99181534761,31235339923816492,"53.3%","11.2",0.663,"76.60%"
"Rohtak","Haryana",2000,73,6,523.0625,"73_2000",51090,0.28,2610188100,133354510029000,"22.80%","8.7",0.543,"57.9"
"Rohtak","Haryana",2009,73,6,518,"73_2009",136780,0.28,18708768400,2558985341752000,"53.3%","20.1",0.618,"76.60%"
"Rohtak","Haryana",2014,73,6,312.153846153846,"73_2014",333359,0.28,111128222881,37045593251387280,"16.3%","11.2",0.677,"75.6"
"Rohtak","Haryana",2012,73,6,403.769230769231,"73_2012",289756,0.28,83958539536,24327490581793216,"53.3%","11.2",0.653,"76.60%"
"Rohtak","Haryana",2017,73,6,346.181818181818,"73_2017",434407,0.28,188709441649,81976702418417136,"16.3%","11.2",0.705,"75.6"
"Rohtak","Haryana",2010,73,6,376.285714285714,"73_2010",146053,0.28,21331478809,3115526474490877,"53.3%","20.1",0.628,"76.60%"
"Sagar","Madhya Pradesh",2004,425,23,194.4375,"425_2004",99940,0.26,9988003600,998201079784000,"30.90%","48.6",0.486,"63.7"
"Sagar","Madhya Pradesh",2012,425,23,363.076923076923,"425_2012",306853,0.26,94158763609,28892899089712476,"23.0%","31.7",0.551,"70.60%"
"Sagar","Madhya Pradesh",2000,425,23,367.444444444444,"425_2000",66750,0.26,4455562500,297408796875000,"11.10%","37.4",0.453,"63.7"
"Sagar","Madhya Pradesh",2009,425,23,348.666666666667,"425_2009",147933,0.26,21884172489,3237391288815237,"23.0%","36.7",0.522,"70.60%"
"Sagar","Madhya Pradesh",2001,425,23,353.678571428571,"425_2001",71525,0.26,5115825625,365909427828125,"11.10%","37.4",0.457,"63.7"
"Sagar","Madhya Pradesh",2005,425,23,219.538461538462,"425_2005",104975,0.26,11019750625,1156798321859375,"30.90%","48.6",0.495,"63.7"
"Sagar","Madhya Pradesh",2011,425,23,338.793103448276,"425_2011",282371,0.26,79733381641,22514394707350812,"23.0%","31.7",0.543,"70.60%"
"Sagar","Madhya Pradesh",2007,425,23,310.828571428571,"425_2007",119958,0.26,14389921764,1726186234965912,"30.90%","48.6",0.513,"63.7"
"Sagar","Madhya Pradesh",2008,425,23,343.48,"425_2008",135124,0.26,18258495376,2467160929186624,"30.90%","48.6",0.518,"63.7"
"Sagar","Madhya Pradesh",2018,425,23,319.125,"425_2018",482361,0.26,232672134321,112231963383211888,"13.5%","31.7",0.606,"69.3"
"Sagar","Madhya Pradesh",2017,425,23,327.756097560976,"425_2017",441956,0.26,195325105936,86325102519050816,"13.5%","31.7",0.603,"69.3"
"Sagar","Madhya Pradesh",2016,425,23,241,"425_2016",419465,0.26,175950886225,73805238490369632,"13.5%","31.7",0.597,"69.3"
"Sagar","Madhya Pradesh",2006,425,23,361.291666666667,"425_2006",114545,0.26,13120557025,1502894204428625,"30.90%","48.6",0.505,"63.7"
"Sagar","Madhya Pradesh",2013,425,23,307.038461538462,"425_2013",322598,0.26,104069469604,33572602755311192,"23.0%","31.7",0.56,"70.60%"
"Sagar","Madhya Pradesh",2002,425,23,278.8,"425_2002",67795,0.26,4596162025,311596804484875,"11.10%","37.4",0.464,"63.7"
"Sagar","Madhya Pradesh",2015,425,23,263.9375,"425_2015",370716,0.26,137430352656,50947630615221696,"13.5%","31.7",0.585,"69.3"
"Sagar","Madhya Pradesh",2010,425,23,309.125,"425_2010",155701,0.26,24242801401,3774628420937101,"23.0%","36.7",0.531,"70.60%"
"Sagar","Madhya Pradesh",2014,425,23,214.766666666667,"425_2014",339247,0.26,115088527009,39043437522222224,"13.5%","31.7",0.574,"69.3"
"Saharanpur","Uttar Pradesh",2016,177,9,237.627906976744,"177_2016",888453,0.26,789348733209,701299250065735680,"5.5%","29.4",0.588,"67.7"
"Saharanpur","Uttar Pradesh",2001,177,9,194.555555555556,"177_2001",162926,0.26,26544881476,4324851359358776,"2.90%","31.2",0.461,"56.3"
"Saharanpur","Uttar Pradesh",2018,177,9,274.5,"177_2018",949184,0.26,900950265856,855167577146261504,"5.5%","29.4",0.6,"67.7"
"Saharanpur","Uttar Pradesh",2000,177,9,223.166666666667,"177_2000",160015,0.26,25604800225,4097152108003375,"2.90%","31.2",0.456,"56.3"
"Saharsa","Bihar",2008,216,10,241.571428571429,"216_2008",97284,0.23,9464176656,920712961802304,"4.20%","54.4",0.492,"47"
"Saharsa","Bihar",2007,216,10,152.5,"216_2007",84415,0.23,7125892225,601532192173375,"4.20%","54.4",0.483,"47"
"Saharsa","Bihar",2005,216,10,314.5,"216_2005",68419,0.23,4681159561,320280256004059,"4.20%","54.4",0.465,"47"
"Saharsa","Bihar",2000,216,10,271.25,"216_2000",53656,0.23,2878966336,154473817724416,"12.90%","42.6",0.43,"47"
"Salem","Tamil Nadu",2006,584,33,488.5625,"584_2006",256286,0.26,65682513796,16833508730721656,"23.70%","28.9",0.609,"73.5"
"Salem","Tamil Nadu",2017,584,33,448.357696969697,"584_2017",1000308,0.26,1000616094864,1000924284621218176,"23.3%","11.3",0.703,"80.1"
"Salem","Tamil Nadu",2001,584,33,537.6875,"584_2001",123901,0.26,15351457801,1902060973001701,"3.40%","21.1",0.545,"73.5"
"Salem","Tamil Nadu",2005,584,33,487.642857142857,"584_2005",221588,0.26,49101241744,10880245955569472,"23.70%","28.9",0.596,"73.5"
"Salem","Tamil Nadu",2011,584,33,299.4,"584_2011",674478,0.26,454920572484,306833917887863360,"5.2%","11.3",0.656,"80.30%"
"Salem","Tamil Nadu",2004,584,33,406.833333333333,"584_2004",193645,0.26,37498386025,7261374961811125,"23.70%","28.9",0.583,"73.5"
"Salem","Tamil Nadu",2016,584,33,458.315555555556,"584_2016",922084,0.26,850238903056,783991688685488640,"23.3%","11.3",0.702,"80.1"
"Salem","Tamil Nadu",2018,584,33,483.231461538462,"584_2018",1071602,0.26,1148330846404,1230553631668219136,"23.3%","11.3",0.702,"80.1"
"Salem","Tamil Nadu",2002,584,33,488.666666666667,"584_2002",124521,0.26,15505479441,1930757805472761,"3.40%","21.1",0.554,"73.5"
"Salem","Tamil Nadu",2009,584,33,551.461538461538,"584_2009",316760,0.26,100336897600,31782715683776000,"5.2%","17.1",0.631,"80.30%"
"Salem","Tamil Nadu",2000,584,33,560.941176470588,"584_2000",126349,0.26,15964069801,2017044255286549,"3.40%","21.1",0.537,"73.5"
"Salem","Tamil Nadu",2014,584,33,332.354545454545,"584_2014",791915,0.26,627129367225,496633152845985856,"23.3%","11.3",0.684,"80.1"
"Salem","Tamil Nadu",2007,584,33,616,"584_2007",272340,0.26,74169075600,20199206048904000,"23.70%","28.9",0.618,"73.5"
"Salem","Tamil Nadu",2013,584,33,0,"584_2013",750416,0.26,563124173056,422577389447991296,"5.2%","11.3",0.673,"80.30%"
"Salem","Tamil Nadu",2010,584,33,399.909090909091,"584_2010",359961,0.26,129571921521,46640838442620680,"5.2%","17.1",0.641,"80.30%"
"Samastipur","Bihar",2006,217,10,203.671428571429,"217_2006",80260,0.2,6441667600,517008241576000,"14.70%","54.4",0.473,"47"
"Samastipur","Bihar",2001,217,10,378,"217_2001",50579,0.2,2558235241,129392980254539,"1.60%","42.6",0.434,"47"
"Samastipur","Bihar",2012,217,10,298.88,"217_2012",236933,0.2,56137246489,13300766222378236,"17.8%","33.7",0.531,"63.80%"
"Samastipur","Bihar",2008,217,10,470,"217_2008",97284,0.2,9464176656,920712961802304,"14.70%","54.4",0.492,"47"
"Samastipur","Bihar",2013,217,10,456.777777777778,"217_2013",246915,0.2,60967017225,15053671058110876,"17.8%","33.7",0.538,"63.80%"
"Samastipur","Bihar",2009,217,10,289.75,"217_2009",101938,0.2,10391355844,1059274032025672,"17.8%","53.5",0.498,"63.80%"
"Samastipur","Bihar",2004,217,10,457,"217_2004",70167,0.2,4923407889,345460761347463,"14.70%","54.4",0.457,"47"
"Samastipur","Bihar",2011,217,10,421.89,"217_2011",228497,0.2,52210879009,11930029220919474,"17.8%","33.7",0.521,"63.80%"
"Samastipur","Bihar",2010,217,10,488,"217_2010",117503,0.2,13806955009,1622358634422527,"17.8%","53.5",0.508,"63.80%"
"Sambalpur","Odisha",2013,371,21,178.409090909091,"371_2013",233122,0.31,54345866884,12669217179731848,"1.9%","32.6",0.562,"73.50%"
"Sambalpur","Odisha",2018,371,21,243.619718309859,"371_2018",338339,0.31,114473278921,38730774716852216,"3.1%","32.6",0.607,"72.9"
"Sambalpur","Odisha",2009,371,21,199.3,"371_2009",93957,0.31,8827917849,829444677338493,"1.9%","37.0",0.519,"73.50%"
"Sambalpur","Odisha",2014,371,21,181.758620689655,"371_2014",235931,0.31,55663436761,13132730298459492,"3.1%","32.6",0.575,"72.9"
"Sambalpur","Odisha",2012,371,21,190.75,"371_2012",216301,0.31,46786122601,10119885104718902,"1.9%","32.6",0.552,"73.50%"
"Sambalpur","Odisha",2017,371,21,261.974025974026,"371_2017",316192,0.31,99977380864,31612048010149888,"3.1%","32.6",0.604,"72.9"
"Sambalpur","Odisha",2015,371,21,149.138461538462,"371_2015",253192,0.31,64106188864,16231174170853888,"3.1%","32.6",0.586,"72.9"
"Sangli","Maharashtra",2013,493,27,264.416666666667,"493_2013",1267551,0.24,1606685537601,2036555859871685120,"5.1%","17.4",0.667,"82.90%"
"Sangli","Maharashtra",2006,493,27,253.333333333333,"493_2006",481983,0.24,232307612289,111968319893889088,"11.80%","38.1",0.608,"76.9"
"Sangli","Maharashtra",2001,493,27,434.75,"493_2001",217963,0.24,47507869369,10354957731275346,"21.80%","25",0.557,"76.9"
"Sangli","Maharashtra",2012,493,27,368.4,"493_2012",1189711,0.24,1415412263521,1683931539445832448,"5.1%","17.4",0.662,"82.90%"
"Sangli","Maharashtra",2004,493,27,225.75,"493_2004",370023,0.24,136917020529,50662446687202168,"11.80%","38.1",0.589,"76.9"
"Sangli","Maharashtra",2014,493,27,202.857142857143,"493_2014",1345341,0.24,1809942406281,2434989726808486912,"22.9%","17.4",0.676,"82.3"
"Sangli","Maharashtra",2005,493,27,265.333333333333,"493_2005",423632,0.24,179464071424,76026723505491968,"11.80%","38.1",0.598,"76.9"
"Sangli","Maharashtra",2011,493,27,255.285714285714,"493_2011",1126595,0.24,1269216294025,1429892730767094784,"5.1%","17.4",0.652,"82.90%"
"Sangli","Maharashtra",2008,493,27,259.105263157895,"493_2008",546533,0.24,298698320089,163248488973201440,"11.80%","38.1",0.624,"76.9"
"Sangli","Maharashtra",2017,493,27,321.932387096774,"493_2017",1661065,0.24,2759136934225,4583105791648449536,"22.9%","17.4",0.696,"82.3"
"Sangli","Maharashtra",2002,493,27,384.947368421053,"493_2002",232994,0.24,54286204036,12648359823163784,"21.80%","25",0.565,"76.9"
"Sangli","Maharashtra",2009,493,27,384.294117647059,"493_2009",599338,0.24,359206038244,215285828549082464,"5.1%","24.5",0.629,"82.90%"
"Sangli","Maharashtra",2015,493,27,352.181818181818,"493_2015",1452513,0.24,2109794015169,3064503234355169792,"22.9%","17.4",0.683,"82.3"
"Sangli","Maharashtra",2016,493,27,356.8,"493_2016",1596121,0.24,2547602246641,4066281445510879744,"22.9%","17.4",0.69,"82.3"
"Sangli","Maharashtra",2007,493,27,232.4375,"493_2007",538081,0.24,289531162561,155791217481985440,"11.80%","38.1",0.617,"76.9"
"Sangli","Maharashtra",2018,493,27,495.015,"493_2018",1728578,0.24,2987981902084,5164959780340556800,"22.9%","17.4",0.699,"82.3"
"Sangli","Maharashtra",2000,493,27,298.208333333333,"493_2000",210526,0.24,44321196676,9330764251411576,"21.80%","25",0.552,"76.9"
"Sangrur","Punjab",2010,43,3,596.375,"43_2010",129983,0.35,16895580289,2196138212705087,"4.4%","15.9",0.651,"76.70%"
"Sangrur","Punjab",2004,43,3,586,"43_2004",86108,0.35,7414587664,638455314571712,"3.30%","20.9",0.603,"69.7"
"Sangrur","Punjab",2000,43,3,600.777777777778,"43_2000",63172,0.35,3990701584,252100600464448,"12.10%","6.2",0.573,"69.7"
"Sangrur","Punjab",2012,43,3,389.285714285714,"43_2012",251813,0.35,63409786969,15967408686024796,"4.4%","8.3",0.675,"76.70%"
"Sangrur","Punjab",2016,43,3,344.058823529412,"43_2016",315783,0.35,99718903089,31489534374153688,"19.3%","8.3",0.717,"75.8"
"Sangrur","Punjab",2009,43,3,365.2,"43_2009",122097,0.35,14907677409,1820182688606673,"4.4%","15.9",0.641,"76.70%"
"Sangrur","Punjab",2007,43,3,520,"43_2007",108738,0.35,11823952644,1285712962603272,"3.30%","20.9",0.628,"69.7"
"Sangrur","Punjab",2015,43,3,323.086956521739,"43_2015",294895,0.35,86963061025,25644971880967376,"19.3%","8.3",0.706,"75.8"
"Sangrur","Punjab",2008,43,3,558.727272727273,"43_2008",114766,0.35,13171234756,1511609928007096,"3.30%","20.9",0.636,"69.7"
"Sangrur","Punjab",2002,43,3,631.888888888889,"43_2002",65085,0.35,4236057225,275703784489125,"12.10%","6.2",0.582,"69.7"
"Sangrur","Punjab",2018,43,3,504.571428571429,"43_2018",353942,0.35,125274939364,44340062588372888,"19.3%","8.3",0.712,"75.8"
"Sangrur","Punjab",2014,43,3,339.75,"43_2014",278485,0.35,77553895225,21597596511734124,"19.3%","8.3",0.696,"75.8"
"Sangrur","Punjab",2006,43,3,659.1,"43_2006",100072,0.35,10014405184,1002161555573248,"3.30%","20.9",0.619,"69.7"
"Sangrur","Punjab",2017,43,3,434.5,"43_2017",335057,0.35,112263193249,37614568740430192,"19.3%","8.3",0.716,"75.8"
"Sangrur","Punjab",2001,43,3,561.25,"43_2001",63995,0.35,4095360025,262082564799875,"12.10%","6.2",0.577,"69.7"
"Sangrur","Punjab",2005,43,3,410.5,"43_2005",90330,0.35,8159508900,737048438937000,"3.30%","20.9",0.611,"69.7"
"Sangrur","Punjab",2013,43,3,269.272727272727,"43_2013",267515,0.35,71564275225,19144517086815876,"4.4%","8.3",0.684,"76.70%"
"Saran","Bihar",2009,218,10,281.571428571429,"218_2009",101938,0.23,10391355844,1059274032025672,"8.9%","53.5",0.498,"63.80%"
"Saran","Bihar",2012,218,10,480.16,"218_2012",236933,0.23,56137246489,13300766222378236,"8.9%","33.7",0.531,"63.80%"
"Saran","Bihar",2013,218,10,386.9625,"218_2013",246915,0.23,60967017225,15053671058110876,"8.9%","33.7",0.538,"63.80%"
"Saran","Bihar",2011,218,10,439.2,"218_2011",228497,0.23,52210879009,11930029220919474,"8.9%","33.7",0.521,"63.80%"
"Saran","Bihar",2016,218,10,338.696428571429,"218_2016",289265,0.23,83674240225,24204029098684624,"4.7%","33.7",0.568,"61.8"
"Saran","Bihar",2010,218,10,359.875,"218_2010",117503,0.23,13806955009,1622358634422527,"8.9%","53.5",0.508,"63.80%"
"Satara","Maharashtra",2015,494,27,194.166666666667,"494_2015",1452513,0.31,2109794015169,3064503234355169792,"37.5%","17.4",0.683,"82.3"
"Satara","Maharashtra",2004,494,27,243.818181818182,"494_2004",370023,0.31,136917020529,50662446687202168,"0.60%","38.1",0.589,"76.9"
"Satara","Maharashtra",2000,494,27,416.157894736842,"494_2000",210526,0.31,44321196676,9330764251411576,"17.70%","25",0.552,"76.9"
"Satara","Maharashtra",2009,494,27,345.891891891892,"494_2009",599338,0.31,359206038244,215285828549082464,"36.4%","24.5",0.629,"82.90%"
"Satara","Maharashtra",2006,494,27,255.818181818182,"494_2006",481983,0.31,232307612289,111968319893889088,"0.60%","38.1",0.608,"76.9"
"Satara","Maharashtra",2002,494,27,218.214285714286,"494_2002",232994,0.31,54286204036,12648359823163784,"17.70%","25",0.565,"76.9"
"Satara","Maharashtra",2014,494,27,269.868421052632,"494_2014",1345341,0.31,1809942406281,2434989726808486912,"37.5%","17.4",0.676,"82.3"
"Satara","Maharashtra",2001,494,27,243.121212121212,"494_2001",217963,0.31,47507869369,10354957731275346,"17.70%","25",0.557,"76.9"
"Satara","Maharashtra",2013,494,27,216.611538461538,"494_2013",1267551,0.31,1606685537601,2036555859871685120,"36.4%","17.4",0.667,"82.90%"
"Satara","Maharashtra",2005,494,27,259.951219512195,"494_2005",423632,0.31,179464071424,76026723505491968,"0.60%","38.1",0.598,"76.9"
"Satara","Maharashtra",2007,494,27,226.413793103448,"494_2007",538081,0.31,289531162561,155791217481985440,"0.60%","38.1",0.617,"76.9"
