country,state,district,yearcode,dyid,road_sum
India,Assam,Majuli,2018,Majuli2018,26.29
India,Kerala,Malappuram,2013,Malappuram2013,72.98
India,Kerala,Malappuram,2018,Malappuram2018,6.864
India,West Bengal,Maldah,2011,Maldah2011,71.102
India,West Bengal,Maldah,2012,Maldah2012,281.005
India,West Bengal,Maldah,2013,Maldah2013,22.37
India,West Bengal,Maldah,2016,Maldah2016,55.891
India,West Bengal,Maldah,2017,Maldah2017,440.048
India,West Bengal,Maldah,2018,Maldah2018,.
India,West Bengal,Maldah,2019,Maldah2019,.
India,Punjab,Malerkotla,2012,Malerkotla2012,4.830571
India,Odisha,Malkangiri,2011,Malkangiri2011,219.34
India,Odisha,Malkangiri,2013,Malkangiri2013,.
India,Odisha,Malkangiri,2016,Malkangiri2016,163.62
India,Odisha,Malkangiri,2017,Malkangiri2017,15.08
India,Odisha,Malkangiri,2018,Malkangiri2018,.
India,Mizoram,Mamit,2013,Mamit2013,22.63
India,Mizoram,Mamit,2016,Mamit2016,.
India,Mizoram,Mamit,2017,Mamit2017,29.56
India,Mizoram,Mamit,2018,Mamit2018,46.62
India,Telangana,Mancherial,2012,Mancherial2012,90.425
India,Telangana,Mancherial,2016,Mancherial2016,.
India,Telangana,Mancherial,2017,Mancherial2017,47.2
India,Himachal Pradesh,Mandi,2011,Mandi2011,58
India,Himachal Pradesh,Mandi,2013,Mandi2013,79.315
India,Himachal Pradesh,Mandi,2014,Mandi2014,34.29
India,Himachal Pradesh,Mandi,2016,Mandi2016,529.17
India,Himachal Pradesh,Mandi,2017,Mandi2017,564.519
India,Himachal Pradesh,Mandi,2018,Mandi2018,483.24
India,Madhya Pradesh,Mandla,2011,Mandla2011,254.57
India,Madhya Pradesh,Mandla,2012,Mandla2012,111.465
India,Madhya Pradesh,Mandla,2013,Mandla2013,7.5
India,Madhya Pradesh,Mandla,2015,Mandla2015,2.32
India,Madhya Pradesh,Mandla,2016,Mandla2016,149.06
India,Madhya Pradesh,Mandla,2017,Mandla2017,91.74
India,Madhya Pradesh,Mandla,2018,Mandla2018,.
India,Madhya Pradesh,Mandsaur,2011,Mandsaur2011,51.6
India,Madhya Pradesh,Mandsaur,2012,Mandsaur2012,322.515
India,Madhya Pradesh,Mandsaur,2015,Mandsaur2015,95.37
India,Madhya Pradesh,Mandsaur,2016,Mandsaur2016,9.6
India,Madhya Pradesh,Mandsaur,2017,Mandsaur2017,15.6
India,Madhya Pradesh,Mandsaur,2018,Mandsaur2018,.
India,Karnataka,Mandya,2013,Mandya2013,.
India,Punjab,Mansa,2012,Mansa2012,142.58
India,Punjab,Mansa,2013,Mansa2013,3.31
India,Punjab,Mansa,2014,Mansa2014,6
India,Assam,Marigaon,2012,Marigaon2012,21.471
India,Assam,Marigaon,2013,Marigaon2013,27.62
India,Assam,Marigaon,2016,Marigaon2016,22.17
India,Assam,Marigaon,2017,Marigaon2017,120.896
India,Assam,Marigaon,2018,Marigaon2018,24.82
India,Uttar Pradesh,Mathura,2012,Mathura2012,49.336
India,Uttar Pradesh,Mathura,2018,Mathura2018,17.25
India,Uttar Pradesh,Mau,2011,Mau2011,23.55
India,Uttar Pradesh,Mau,2012,Mau2012,71.7
India,Uttar Pradesh,Mau,2018,Mau2018,9.5
India,Tamil Nadu,Mayiladuthurai,2012,Mayiladuthurai2012,56.137
India,Tamil Nadu,Mayiladuthurai,2014,Mayiladuthurai2014,38.61
India,Tamil Nadu,Mayiladuthurai,2016,Mayiladuthurai2016,109.397
India,Tamil Nadu,Mayiladuthurai,2018,Mayiladuthurai2018,46.121
India,Odisha,Mayurbhanj,2011,Mayurbhanj2011,410.75
India,Odisha,Mayurbhanj,2012,Mayurbhanj2012,296.78
India,Odisha,Mayurbhanj,2013,Mayurbhanj2013,204.971
India,Odisha,Mayurbhanj,2016,Mayurbhanj2016,684.439
India,Odisha,Mayurbhanj,2017,Mayurbhanj2017,802.54
India,Odisha,Mayurbhanj,2018,Mayurbhanj2018,117.475
India,Telangana,Medak,2016,Medak2016,.
India,West Bengal,Medinipur East,2011,Medinipur East2011,99.95
India,West Bengal,Medinipur East,2012,Medinipur East2012,174.12
India,West Bengal,Medinipur East,2013,Medinipur East2013,.
India,West Bengal,Medinipur East,2014,Medinipur East2014,70.75
India,West Bengal,Medinipur East,2016,Medinipur East2016,69.7
India,West Bengal,Medinipur East,2017,Medinipur East2017,101.67
India,West Bengal,Medinipur East,2018,Medinipur East2018,.
India,West Bengal,Medinipur West,2011,Medinipur West2011,103.2
India,West Bengal,Medinipur West,2012,Medinipur West2012,910.413
India,West Bengal,Medinipur West,2013,Medinipur West2013,622.645
India,West Bengal,Medinipur West,2016,Medinipur West2016,259.034
India,West Bengal,Medinipur West,2017,Medinipur West2017,913.11
India,West Bengal,Medinipur West,2018,Medinipur West2018,.
India,Uttar Pradesh,Meerut,2012,Meerut2012,101.679
India,Uttar Pradesh,Meerut,2018,Meerut2018,10.01
India,Uttar Pradesh,Mirzapur,2011,Mirzapur2011,20.95
India,Uttar Pradesh,Mirzapur,2012,Mirzapur2012,186.5
India,Punjab,Moga,2012,Moga2012,155.56
India,Punjab,Moga,2014,Moga2014,22.09
India,Nagaland,Mokokchung,2018,Mokokchung2018,.
India,Nagaland,Mon,2011,Mon2011,14.2
India,Nagaland,Mon,2017,Mon2017,6
India,Uttar Pradesh,Moradabad,2012,Moradabad2012,48.77
India,Uttar Pradesh,Moradabad,2018,Moradabad2018,11.345
India,Gujarat,Morbi,2012,Morbi2012,1
India,Gujarat,Morbi,2013,Morbi2013,17.25
India,Madhya Pradesh,Morena,2012,Morena2012,22.35
India,Madhya Pradesh,Morena,2013,Morena2013,11.655
India,Madhya Pradesh,Morena,2015,Morena2015,32.814
India,Madhya Pradesh,Morena,2017,Morena2017,10.875
India,Telangana,Mulugu,2012,Mulugu2012,9.57
India,Telangana,Mulugu,2016,Mulugu2016,2.7
India,Telangana,Mulugu,2017,Mulugu2017,43.005
India,Chhattisgarh,Mungeli,2011,Mungeli2011,53.49
India,Chhattisgarh,Mungeli,2012,Mungeli2012,104.932
India,Chhattisgarh,Mungeli,2013,Mungeli2013,60.53
India,Chhattisgarh,Mungeli,2016,Mungeli2016,2.1
India,Chhattisgarh,Mungeli,2018,Mungeli2018,31
India,Bihar,Munger,2012,Munger2012,99.433
India,Bihar,Munger,2013,Munger2013,110.621
India,Bihar,Munger,2016,Munger2016,10.113
India,Bihar,Munger,2017,Munger2017,21.274
India,West Bengal,Murshidabad,2011,Murshidabad2011,110.258
India,West Bengal,Murshidabad,2012,Murshidabad2012,394.381
India,West Bengal,Murshidabad,2016,Murshidabad2016,209.29
India,West Bengal,Murshidabad,2017,Murshidabad2017,118.266
India,West Bengal,Murshidabad,2018,Murshidabad2018,.
India,Uttar Pradesh,Muzaffarnagar,2012,Muzaffarnagar2012,95.29
India,Bihar,Muzaffarpur,2011,Muzaffarpur2011,.
India,Bihar,Muzaffarpur,2012,Muzaffarpur2012,29.319
India,Bihar,Muzaffarpur,2013,Muzaffarpur2013,343.502
India,Bihar,Muzaffarpur,2016,Muzaffarpur2016,23.499
India,Bihar,Muzaffarpur,2017,Muzaffarpur2017,36.346
India,Bihar,Muzaffarpur,2018,Muzaffarpur2018,.
India,Karnataka,Mysuru,2012,Mysuru2012,8.11
India,Karnataka,Mysuru,2013,Mysuru2013,.
India,Odisha,Nabarangpur,2011,Nabarangpur2011,67.65
India,Odisha,Nabarangpur,2012,Nabarangpur2012,370.63
India,Odisha,Nabarangpur,2013,Nabarangpur2013,88.93
India,Odisha,Nabarangpur,2016,Nabarangpur2016,84.61
India,Odisha,Nabarangpur,2017,Nabarangpur2017,360.35
India,Odisha,Nabarangpur,2018,Nabarangpur2018,96.798
India,West Bengal,Nadia,2011,Nadia2011,25.17
India,West Bengal,Nadia,2012,Nadia2012,174.725
India,West Bengal,Nadia,2014,Nadia2014,218.097
India,West Bengal,Nadia,2015,Nadia2015,.
India,West Bengal,Nadia,2016,Nadia2016,250.521
India,West Bengal,Nadia,2017,Nadia2017,120.799
India,West Bengal,Nadia,2018,Nadia2018,.
India,Assam,Nagaon,2012,Nagaon2012,62.559
India,Assam,Nagaon,2013,Nagaon2013,54.53
India,Assam,Nagaon,2016,Nagaon2016,56.08
India,Assam,Nagaon,2017,Nagaon2017,158.03
India,Assam,Nagaon,2018,Nagaon2018,111.189
India,Tamil Nadu,Nagapattinam,2012,Nagapattinam2012,76.666
India,Tamil Nadu,Nagapattinam,2014,Nagapattinam2014,38.62
India,Tamil Nadu,Nagapattinam,2016,Nagapattinam2016,90.747
India,Tamil Nadu,Nagapattinam,2018,Nagapattinam2018,80.836
India,Rajasthan,Nagaur,2011,Nagaur2011,266.02
India,Rajasthan,Nagaur,2012,Nagaur2012,36.75
India,Rajasthan,Nagaur,2013,Nagaur2013,338.4
India,Rajasthan,Nagaur,2016,Nagaur2016,338.825
India,Maharashtra,Nagpur,2012,Nagpur2012,8.8
India,Uttarakhand,Nainital,2012,Nainital2012,87.43
India,Uttarakhand,Nainital,2013,Nainital2013,68.314
India,Uttarakhand,Nainital,2016,Nainital2016,51.05
India,Uttarakhand,Nainital,2017,Nainital2017,166.517
India,Uttarakhand,Nainital,2018,Nainital2018,286.932
India,Uttarakhand,Nainital,2021,Nainital2021,46.832
India,Bihar,Nalanda,2012,Nalanda2012,72.483
India,Bihar,Nalanda,2013,Nalanda2013,269.263
India,Bihar,Nalanda,2016,Nalanda2016,55.812
India,Bihar,Nalanda,2017,Nalanda2017,15.058
India,Bihar,Nalanda,2018,Nalanda2018,.
India,Bihar,Nalanda,2020,Nalanda2020,.
India,Assam,Nalbari,2012,Nalbari2012,19.14
India,Assam,Nalbari,2013,Nalbari2013,9.809999
India,Assam,Nalbari,2017,Nalbari2017,62.191
India,Assam,Nalbari,2018,Nalbari2018,27.745
India,Telangana,Nalgonda,2016,Nalgonda2016,.
India,Tamil Nadu,Namakkal,2012,Namakkal2012,31.31
India,Tamil Nadu,Namakkal,2014,Namakkal2014,31.17
India,Tamil Nadu,Namakkal,2016,Namakkal2016,11.685
India,Tamil Nadu,Namakkal,2018,Namakkal2018,23.895
India,Arunachal Pradesh,Namsai,2016,Namsai2016,26.91
India,Arunachal Pradesh,Namsai,2017,Namsai2017,7.11
India,Arunachal Pradesh,Namsai,2018,Namsai2018,3.4
India,Maharashtra,Nanded,2012,Nanded2012,.
India,Maharashtra,Nanded,2013,Nanded2013,48.2
India,Maharashtra,Nandurbar,2012,Nandurbar2012,196.98
India,Maharashtra,Nandurbar,2013,Nandurbar2013,130.89
India,Maharashtra,Nandurbar,2017,Nandurbar2017,74.075
India,Telangana,Narayanpet,2016,Narayanpet2016,.
India,Chhattisgarh,Narayanpur,2012,Narayanpur2012,32.98
India,Chhattisgarh,Narayanpur,2016,Narayanpur2016,71.655
India,Chhattisgarh,Narayanpur,2018,Narayanpur2018,191.55
India,Gujarat,Narmada,2011,Narmada2011,55.4
India,Gujarat,Narmada,2013,Narmada2013,76.5
India,Gujarat,Narmada,2018,Narmada2018,.
India,Madhya Pradesh,Narsinghpur,2012,Narsinghpur2012,259.44
India,Madhya Pradesh,Narsinghpur,2013,Narsinghpur2013,111.26
India,Madhya Pradesh,Narsinghpur,2015,Narsinghpur2015,81.08
India,Madhya Pradesh,Narsinghpur,2016,Narsinghpur2016,45.36
India,Madhya Pradesh,Narsinghpur,2017,Narsinghpur2017,7.85
India,Madhya Pradesh,Narsinghpur,2018,Narsinghpur2018,13.1
India,Maharashtra,Nashik,2012,Nashik2012,44.635
India,Maharashtra,Nashik,2013,Nashik2013,45.272
India,Maharashtra,Nashik,2017,Nashik2017,20.08
India,Gujarat,Navsari,2013,Navsari2013,161.77
India,Bihar,Nawada,2011,Nawada2011,137.218
India,Bihar,Nawada,2013,Nawada2013,454.713
India,Bihar,Nawada,2016,Nawada2016,188.476
India,Bihar,Nawada,2017,Nawada2017,90.778
India,Bihar,Nawada,2018,Nawada2018,11.673
India,Bihar,Nawada,2020,Nawada2020,.
India,Odisha,Nayagarh,2011,Nayagarh2011,56.6
India,Odisha,Nayagarh,2012,Nayagarh2012,378.555
India,Odisha,Nayagarh,2013,Nayagarh2013,.
India,Odisha,Nayagarh,2016,Nayagarh2016,318
India,Odisha,Nayagarh,2017,Nayagarh2017,104.96
India,Odisha,Nayagarh,2018,Nayagarh2018,4
India,Madhya Pradesh,Neemuch,2011,Neemuch2011,49.9
India,Madhya Pradesh,Neemuch,2012,Neemuch2012,213.715
India,Madhya Pradesh,Neemuch,2015,Neemuch2015,4
India,Andaman And Nicobar Islands,Nicobars,2018,Nicobars2018,.
India,Telangana,Nirmal,2012,Nirmal2012,67.275
India,Telangana,Nirmal,2016,Nirmal2016,1.675
India,Telangana,Nirmal,2017,Nirmal2017,17.82
India,Madhya Pradesh,Niwari,2011,Niwari2011,17.25
India,Madhya Pradesh,Niwari,2012,Niwari2012,77.6
India,Madhya Pradesh,Niwari,2015,Niwari2015,37.35
India,Madhya Pradesh,Niwari,2016,Niwari2016,.
India,Madhya Pradesh,Niwari,2017,Niwari2017,18.325
India,Madhya Pradesh,Niwari,2018,Niwari2018,.
India,Telangana,Nizamabad,2016,Nizamabad2016,.
India,Manipur,Noney,2013,Noney2013,.
India,Manipur,Noney,2014,Noney2014,.
India,Manipur,Noney,2017,Noney2017,.
India,Manipur,Noney,2018,Noney2018,.
India,Manipur,Noney,2020,Noney2020,.
India,Andaman And Nicobar Islands,North And Middle Andaman,2017,North And Middle Andaman2017,32.304
India,Andaman And Nicobar Islands,North And Middle Andaman,2018,North And Middle Andaman2018,15.996
India,Sikkim,North District,2011,North District2011,9.155
India,Sikkim,North District,2013,North District2013,7.8
India,Sikkim,North District,2014,North District2014,25.73
India,Sikkim,North District,2016,North District2016,119.059
India,Sikkim,North District,2017,North District2017,99.35
India,Sikkim,North District,2020,North District2020,.
India,Sikkim,North District,2021,North District2021,.
India,Meghalaya,North Garo Hills,2011,North Garo Hills2011,.
India,Meghalaya,North Garo Hills,2013,North Garo Hills2013,48.963
India,Meghalaya,North Garo Hills,2017,North Garo Hills2017,.
India,Meghalaya,North Garo Hills,2018,North Garo Hills2018,21.162
India,Tripura,North Tripura,2011,North Tripura2011,52.656
India,Tripura,North Tripura,2013,North Tripura2013,100.629
India,Tripura,North Tripura,2016,North Tripura2016,27.931
India,Tripura,North Tripura,2017,North Tripura2017,10.096
India,Tripura,North Tripura,2018,North Tripura2018,6.192
India,Odisha,Nuapada,2011,Nuapada2011,309.65
India,Odisha,Nuapada,2012,Nuapada2012,136.34
India,Odisha,Nuapada,2013,Nuapada2013,143.3
India,Odisha,Nuapada,2016,Nuapada2016,162.72
India,Odisha,Nuapada,2017,Nuapada2017,69.14
India,Odisha,Nuapada,2018,Nuapada2018,3.4
India,Maharashtra,Osmanabad,2012,Osmanabad2012,.
India,Arunachal Pradesh,Pakke Kessang,2012,Pakke Kessang2012,3.8
India,Arunachal Pradesh,Pakke Kessang,2016,Pakke Kessang2016,67.97
India,Arunachal Pradesh,Pakke Kessang,2017,Pakke Kessang2017,3.9
India,Arunachal Pradesh,Pakke Kessang,2018,Pakke Kessang2018,67.97
India,Jharkhand,Pakur,2012,Pakur2012,170.35
India,Jharkhand,Pakur,2013,Pakur2013,45.78
India,Jharkhand,Pakur,2016,Pakur2016,93.91
India,Kerala,Palakkad,2013,Palakkad2013,133.995
India,Kerala,Palakkad,2018,Palakkad2018,13.009
India,Jharkhand,Palamu,2012,Palamu2012,7.9
India,Jharkhand,Palamu,2013,Palamu2013,358.25
India,Jharkhand,Palamu,2016,Palamu2016,140.42
India,Jharkhand,Palamu,2017,Palamu2017,164.147
India,Jharkhand,Palamu,2018,Palamu2018,84.435
India,Maharashtra,Palghar,2012,Palghar2012,30.24
India,Maharashtra,Palghar,2013,Palghar2013,14.63
India,Rajasthan,Pali,2011,Pali2011,79.05
India,Rajasthan,Pali,2012,Pali2012,29.625
India,Rajasthan,Pali,2013,Pali2013,74.83
India,Rajasthan,Pali,2016,Pali2016,87.545
India,Gujarat,Panch Mahals,2011,Panch Mahals2011,7.71
India,Gujarat,Panch Mahals,2012,Panch Mahals2012,131.5
India,Gujarat,Panch Mahals,2013,Panch Mahals2013,75.595
India,Madhya Pradesh,Panna,2012,Panna2012,109.44
India,Madhya Pradesh,Panna,2013,Panna2013,29.86
India,Madhya Pradesh,Panna,2015,Panna2015,156.45
India,Madhya Pradesh,Panna,2016,Panna2016,117.1
India,Madhya Pradesh,Panna,2017,Panna2017,16.85
India,Madhya Pradesh,Panna,2018,Panna2018,.
India,Arunachal Pradesh,Papum Pare,2012,Papum Pare2012,19.64
India,Arunachal Pradesh,Papum Pare,2013,Papum Pare2013,80.42
India,Arunachal Pradesh,Papum Pare,2016,Papum Pare2016,52
India,Arunachal Pradesh,Papum Pare,2017,Papum Pare2017,56.71
India,Arunachal Pradesh,Papum Pare,2018,Papum Pare2018,285.25
India,Maharashtra,Parbhani,2012,Parbhani2012,4.12
India,Maharashtra,Parbhani,2017,Parbhani2017,0.85
India,West Bengal,Paschim Bardhaman,2011,Paschim Bardhaman2011,24.85
India,West Bengal,Paschim Bardhaman,2012,Paschim Bardhaman2012,7.12
India,West Bengal,Paschim Bardhaman,2014,Paschim Bardhaman2014,31.995
India,West Bengal,Paschim Bardhaman,2016,Paschim Bardhaman2016,31.2
India,West Bengal,Paschim Bardhaman,2017,Paschim Bardhaman2017,41.992
India,West Bengal,Paschim Bardhaman,2018,Paschim Bardhaman2018,.
India,Bihar,Pashchim Champaran,2012,Pashchim Champaran2012,218.983
India,Bihar,Pashchim Champaran,2013,Pashchim Champaran2013,420.91
India,Bihar,Pashchim Champaran,2016,Pashchim Champaran2016,100.632
India,Bihar,Pashchim Champaran,2017,Pashchim Champaran2017,74.763
India,Bihar,Pashchim Champaran,2018,Pashchim Champaran2018,15.284
India,Gujarat,Patan,2013,Patan2013,61.62
India,Kerala,Pathanamthitta,2013,Pathanamthitta2013,62.146
India,Punjab,Pathankot,2011,Pathankot2011,63.93
India,Punjab,Pathankot,2012,Pathankot2012,1.9
India,Punjab,Pathankot,2013,Pathankot2013,20.5
India,Punjab,Pathankot,2014,Pathankot2014,6.185
India,Punjab,Patiala,2012,Patiala2012,89.77
India,Punjab,Patiala,2013,Patiala2013,5.5
India,Punjab,Patiala,2014,Patiala2014,38.32
India,Bihar,Patna,2011,Patna2011,.
India,Bihar,Patna,2012,Patna2012,95.72701
India,Bihar,Patna,2013,Patna2013,162.825
India,Bihar,Patna,2016,Patna2016,21.078
India,Bihar,Patna,2017,Patna2017,3.875
India,Bihar,Patna,2018,Patna2018,.
India,Uttarakhand,Pauri Garhwal,2011,Pauri Garhwal2011,5.25
India,Uttarakhand,Pauri Garhwal,2012,Pauri Garhwal2012,126.71
India,Uttarakhand,Pauri Garhwal,2013,Pauri Garhwal2013,381.441
India,Uttarakhand,Pauri Garhwal,2016,Pauri Garhwal2016,95.15
India,Uttarakhand,Pauri Garhwal,2017,Pauri Garhwal2017,278.375
India,Uttarakhand,Pauri Garhwal,2018,Pauri Garhwal2018,526.603
India,Uttarakhand,Pauri Garhwal,2021,Pauri Garhwal2021,19
India,Telangana,Peddapalli,2017,Peddapalli2017,6.098
India,Tamil Nadu,Perambalur,2012,Perambalur2012,67.915
India,Tamil Nadu,Perambalur,2014,Perambalur2014,46.72
India,Tamil Nadu,Perambalur,2016,Perambalur2016,42.97
India,Tamil Nadu,Perambalur,2018,Perambalur2018,10.36
India,Nagaland,Peren,2011,Peren2011,57
India,Nagaland,Peren,2017,Peren2017,21
India,Nagaland,Peren,2018,Peren2018,7.5
India,Nagaland,Phek,2011,Phek2011,.
India,Nagaland,Phek,2017,Phek2017,.
India,Nagaland,Phek,2018,Phek2018,.
India,Uttar Pradesh,Pilibhit,2011,Pilibhit2011,1.8
India,Uttar Pradesh,Pilibhit,2012,Pilibhit2012,62.15
India,Uttar Pradesh,Pilibhit,2018,Pilibhit2018,5.4
India,Uttarakhand,Pithoragarh,2012,Pithoragarh2012,139.47
India,Uttarakhand,Pithoragarh,2013,Pithoragarh2013,149.652
India,Uttarakhand,Pithoragarh,2016,Pithoragarh2016,339.339
India,Uttarakhand,Pithoragarh,2017,Pithoragarh2017,108.725
India,Uttarakhand,Pithoragarh,2018,Pithoragarh2018,798.118
India,Uttarakhand,Pithoragarh,2021,Pithoragarh2021,86.159
India,Jammu And Kashmir,Poonch,2011,Poonch2011,105
India,Jammu And Kashmir,Poonch,2012,Poonch2012,26.5
India,Jammu And Kashmir,Poonch,2016,Poonch2016,125
India,Jammu And Kashmir,Poonch,2017,Poonch2017,47.5
India,Jammu And Kashmir,Poonch,2018,Poonch2018,57.9
India,Gujarat,Porbandar,2013,Porbandar2013,4
India,Andhra Pradesh,Prakasam,2017,Prakasam2017,.
India,Uttar Pradesh,Pratapgarh,2011,Pratapgarh2011,110.63
India,Uttar Pradesh,Pratapgarh,2012,Pratapgarh2012,106.855
India,Rajasthan,Pratapgarh,2013,Pratapgarh2013,55.51
India,Rajasthan,Pratapgarh,2016,Pratapgarh2016,97.575
India,Uttar Pradesh,Pratapgarh,2018,Pratapgarh2018,8
India,Uttar Pradesh,Prayagraj,2011,Prayagraj2011,2.075
India,Uttar Pradesh,Prayagraj,2012,Prayagraj2012,76.05
India,Tamil Nadu,Pudukkottai,2012,Pudukkottai2012,174.54
India,Tamil Nadu,Pudukkottai,2016,Pudukkottai2016,102.636
India,Tamil Nadu,Pudukkottai,2018,Pudukkottai2018,74.308
India,Jammu And Kashmir,Pulwama,2011,Pulwama2011,22.2
India,Jammu And Kashmir,Pulwama,2012,Pulwama2012,7.5
India,Jammu And Kashmir,Pulwama,2016,Pulwama2016,43.1
India,Jammu And Kashmir,Pulwama,2018,Pulwama2018,94.25
India,Maharashtra,Pune,2011,Pune2011,6.3
India,Maharashtra,Pune,2012,Pune2012,.
India,Maharashtra,Pune,2013,Pune2013,88.93
India,Maharashtra,Pune,2017,Pune2017,3
India,West Bengal,Purba Bardhaman,2011,Purba Bardhaman2011,67.775
India,West Bengal,Purba Bardhaman,2012,Purba Bardhaman2012,33.605
India,West Bengal,Purba Bardhaman,2013,Purba Bardhaman2013,11.05
India,West Bengal,Purba Bardhaman,2014,Purba Bardhaman2014,54.425
India,West Bengal,Purba Bardhaman,2016,Purba Bardhaman2016,196.475
India,West Bengal,Purba Bardhaman,2017,Purba Bardhaman2017,156.554
India,West Bengal,Purba Bardhaman,2018,Purba Bardhaman2018,.
India,Bihar,Purbi Champaran,2011,Purbi Champaran2011,.
India,Bihar,Purbi Champaran,2012,Purbi Champaran2012,274.513
India,Bihar,Purbi Champaran,2013,Purbi Champaran2013,227.094
India,Bihar,Purbi Champaran,2016,Purbi Champaran2016,207.611
India,Bihar,Purbi Champaran,2017,Purbi Champaran2017,14.518
India,Bihar,Purbi Champaran,2018,Purbi Champaran2018,.
India,Odisha,Puri,2011,Puri2011,96.47
India,Odisha,Puri,2012,Puri2012,164.81
India,Odisha,Puri,2013,Puri2013,320.755
India,Odisha,Puri,2016,Puri2016,100.97
India,Odisha,Puri,2017,Puri2017,46.23
India,Bihar,Purnia,2011,Purnia2011,.
India,Bihar,Purnia,2012,Purnia2012,173.033
India,Bihar,Purnia,2013,Purnia2013,273.741
India,Bihar,Purnia,2016,Purnia2016,260.918
India,Bihar,Purnia,2017,Purnia2017,30.52
India,Bihar,Purnia,2018,Purnia2018,.
India,Bihar,Purnia,2020,Purnia2020,.
India,West Bengal,Purulia,2012,Purulia2012,515.962
India,West Bengal,Purulia,2013,Purulia2013,85.433
India,West Bengal,Purulia,2016,Purulia2016,354.776
India,West Bengal,Purulia,2017,Purulia2017,340.264
India,Uttar Pradesh,Rae Bareli,2011,Rae Bareli2011,29.185
India,Uttar Pradesh,Rae Bareli,2012,Rae Bareli2012,205.085
India,Karnataka,Raichur,2013,Raichur2013,8.75
India,Maharashtra,Raigad,2012,Raigad2012,3.6
India,Maharashtra,Raigad,2017,Raigad2017,4.65
India,Chhattisgarh,Raigarh,2011,Raigarh2011,163.25
India,Chhattisgarh,Raigarh,2012,Raigarh2012,168.89
India,Chhattisgarh,Raigarh,2013,Raigarh2013,253.145
India,Chhattisgarh,Raigarh,2016,Raigarh2016,53.1
India,Chhattisgarh,Raipur,2011,Raipur2011,19.17
India,Chhattisgarh,Raipur,2012,Raipur2012,2.85
India,Chhattisgarh,Raipur,2013,Raipur2013,15.445
India,Chhattisgarh,Raipur,2018,Raipur2018,.
India,Madhya Pradesh,Raisen,2012,Raisen2012,375.35
India,Madhya Pradesh,Raisen,2013,Raisen2013,32.195
India,Madhya Pradesh,Raisen,2015,Raisen2015,153.59
India,Madhya Pradesh,Raisen,2016,Raisen2016,72.01
India,Madhya Pradesh,Raisen,2017,Raisen2017,1.3
India,Madhya Pradesh,Raisen,2018,Raisen2018,.
India,Telangana,Rajanna Sircilla,2016,Rajanna Sircilla2016,.
India,Madhya Pradesh,Rajgarh,2012,Rajgarh2012,106.55
India,Madhya Pradesh,Rajgarh,2013,Rajgarh2013,83.275
India,Madhya Pradesh,Rajgarh,2015,Rajgarh2015,224.805
India,Madhya Pradesh,Rajgarh,2016,Rajgarh2016,14.3
India,Madhya Pradesh,Rajgarh,2017,Rajgarh2017,17.97
India,Madhya Pradesh,Rajgarh,2018,Rajgarh2018,.
India,Gujarat,Rajkot,2013,Rajkot2013,37.31
India,Chhattisgarh,Rajnandgaon,2012,Rajnandgaon2012,273.587
India,Chhattisgarh,Rajnandgaon,2013,Rajnandgaon2013,.
India,Chhattisgarh,Rajnandgaon,2016,Rajnandgaon2016,16.96
India,Chhattisgarh,Rajnandgaon,2018,Rajnandgaon2018,434.842
India,Jammu And Kashmir,Rajouri,2011,Rajouri2011,315.12
India,Jammu And Kashmir,Rajouri,2012,Rajouri2012,38.5
India,Jammu And Kashmir,Rajouri,2016,Rajouri2016,438.655
India,Jammu And Kashmir,Rajouri,2017,Rajouri2017,108.3
India,Jammu And Kashmir,Rajouri,2018,Rajouri2018,330.38
India,Rajasthan,Rajsamand,2011,Rajsamand2011,7.225
India,Rajasthan,Rajsamand,2012,Rajsamand2012,193.76
India,Rajasthan,Rajsamand,2013,Rajsamand2013,23.75
India,Rajasthan,Rajsamand,2016,Rajsamand2016,15.535
India,Tamil Nadu,Ramanathapuram,2012,Ramanathapuram2012,264.705
India,Tamil Nadu,Ramanathapuram,2014,Ramanathapuram2014,29.35
India,Tamil Nadu,Ramanathapuram,2016,Ramanathapuram2016,92.995
India,Tamil Nadu,Ramanathapuram,2018,Ramanathapuram2018,23.078
India,Jammu And Kashmir,Ramban,2011,Ramban2011,97.911
India,Jammu And Kashmir,Ramban,2012,Ramban2012,50
India,Jammu And Kashmir,Ramban,2016,Ramban2016,93.05
India,Jammu And Kashmir,Ramban,2017,Ramban2017,178.865
India,Jammu And Kashmir,Ramban,2018,Ramban2018,34.65
India,Jharkhand,Ramgarh,2011,Ramgarh2011,68.62
India,Jharkhand,Ramgarh,2012,Ramgarh2012,.
India,Jharkhand,Ramgarh,2016,Ramgarh2016,56.684
India,Jharkhand,Ramgarh,2017,Ramgarh2017,9.273001
India,Uttar Pradesh,Rampur,2012,Rampur2012,60.965
India,Uttar Pradesh,Rampur,2018,Rampur2018,10
India,Jharkhand,Ranchi,2011,Ranchi2011,.
India,Jharkhand,Ranchi,2012,Ranchi2012,282.911
India,Jharkhand,Ranchi,2013,Ranchi2013,58.579
India,Jharkhand,Ranchi,2016,Ranchi2016,286.185
India,Jharkhand,Ranchi,2017,Ranchi2017,83.155
India,Jharkhand,Ranchi,2018,Ranchi2018,31.17
India,Telangana,Ranga Reddy,2016,Ranga Reddy2016,.
India,Tamil Nadu,Ranipet,2012,Ranipet2012,37.53862
